epoch,train loss,train accuracy,test loss,test accuracy
0,0.6949181843407547,49.36708860759494,0.6935262620449066,50.0
1,0.6940537193153478,48.607594936708864,0.6932304561138153,49.0
2,0.6934501596643955,46.075949367088604,0.6932734936475754,50.0
3,0.6926979995981047,51.89873417721519,0.6933635771274567,50.0
4,0.6929866905453839,52.151898734177216,0.6934156715869904,50.0
5,0.6920746572410004,49.620253164556964,0.6931109964847565,51.0
6,0.689362437664708,52.151898734177216,0.6933029979467392,49.0
7,0.6907648640342906,56.45569620253165,0.6961313247680664,44.0
8,0.6846786699717557,59.74683544303797,0.6981068402528763,49.0
9,0.6817684437655196,55.949367088607595,0.6993451595306397,51.0
10,0.6848482987548732,55.69620253164557,0.6954066038131714,52.0
11,0.6721777991403507,57.46835443037975,0.696131345629692,51.0
12,0.661307735533654,61.0126582278481,0.7009289920330047,50.0
13,0.6502453809297537,63.037974683544306,0.6932726547122001,54.0
14,0.6321959095665172,64.30379746835443,0.7302254647016525,52.0
15,0.6213652951807915,64.30379746835443,0.7140707522630692,47.0
16,0.627481869127177,66.32911392405063,0.71448914706707,48.0
17,0.6089588154720355,64.0506329113924,0.7653593346476555,51.0
18,0.58569501566736,68.35443037974683,0.7851697653532028,57.0
19,0.5898649462416202,66.32911392405063,0.7298806384205818,53.0
20,0.5483439025245135,70.63291139240506,0.9551068987697363,53.0
21,0.5601307727113555,70.88607594936708,0.7530261427164078,47.0
22,0.5657649040222168,70.63291139240506,0.7121325939893722,48.0
23,0.5405731740631635,70.88607594936708,0.7696722656488418,53.0
24,0.5199190708278101,72.9113924050633,0.8388711154460907,51.0
25,0.5196772017810918,73.41772151898734,0.7263865113258362,48.0
26,0.4922892038203493,75.9493670886076,0.882818241417408,47.0
27,0.47294057849087295,74.17721518987342,0.8969802528619766,45.0
28,0.4405299970243551,78.48101265822785,0.9869238927960395,53.0
29,0.49786340549022334,74.43037974683544,1.0241400629281998,50.0
30,0.44688515035034737,75.69620253164557,0.9665344819426537,52.0
31,0.466433619396596,77.72151898734177,1.002122587710619,49.0
32,0.44398375411954105,76.20253164556962,0.946174718439579,45.0
33,0.43922447512232804,78.22784810126582,0.9317274630069733,45.0
34,0.4598063197505625,76.45569620253164,0.8799154117703438,55.0
35,0.4195913131101222,78.73417721518987,1.0972658589482307,50.0
36,0.4229288683567621,78.9873417721519,1.2553241744637489,50.0
37,0.4036720286630377,77.46835443037975,0.9365603521466255,50.0
38,0.40061166205832477,78.9873417721519,0.9594680339097976,55.0
39,0.3815964115665683,77.46835443037975,1.0645832359790801,47.0
40,0.39384010168900596,78.9873417721519,1.1385235637426376,48.0
41,0.38812220907663997,76.45569620253164,0.9612780243158341,47.0
42,0.3466034594781791,79.24050632911393,1.3973445296287537,49.0
43,0.4125362843086448,76.70886075949367,0.9000743597745895,43.0
44,0.37296723496593254,78.48101265822785,1.0443797811865807,50.0
45,0.3596331820929352,80.0,1.0917888715863229,48.0
46,0.3339252199526711,81.51898734177215,1.196931356191635,51.0
47,0.3646333254321148,79.24050632911393,1.1013877257704734,48.0
48,0.3843881453422806,80.50632911392405,1.060060080885887,54.0
49,0.34996593005577975,80.75949367088607,1.372476950287819,51.0
50,0.38134844018783,78.9873417721519,1.1475981295108795,54.0
51,0.352145123401586,82.0253164556962,1.1075312197208405,46.0
52,0.3863821956270103,79.24050632911393,0.9078472658991814,47.0
53,0.34895755596977623,80.25316455696202,0.9707777351140976,50.0
54,0.33867500691757174,80.0,1.058955432474613,50.0
55,0.3258277140557766,80.75949367088607,1.4427822932600975,54.0
56,0.3479714099777556,78.9873417721519,1.1721677467226983,53.0
57,0.3215094701846755,80.50632911392405,1.463684619963169,53.0
58,0.3344082551031326,78.9873417721519,1.1863107562065125,55.0
59,0.3175971639708062,81.51898734177215,1.352078615128994,48.0
60,0.40561397357171847,78.22784810126582,0.9817447021603585,56.0
61,0.3438025244829964,80.50632911392405,1.1778525292873383,54.0
62,0.34410874978226574,81.77215189873418,1.0901434600353241,50.0
63,0.33494554278426036,80.0,1.2928190410137177,57.0
64,0.3080787843714403,81.0126582278481,1.4088390707969665,57.0
